Time,Clean,LessNoisy,Noisy,LMSCleanLess,LMSCleanHeavy
1.710000,-1.618044,-1.261151,-0.739745,-1.358141,-2.446463
1.712000,-1.809658,-2.489150,-3.959740,-1.536436,-2.492533
1.714000,-1.937167,-1.416845,-0.679468,-1.629709,-2.475053
1.716000,-1.996053,-1.939100,-2.424567,-1.706675,-2.333030
1.718000,-1.984227,-2.247944,-2.376514,-1.690417,-2.079412
1.720000,-1.902110,-1.350341,-3.704453,-1.686474,-1.593636
1.722000,-1.752612,-1.677792,-0.677737,-1.583159,-1.489576
1.724000,-1.541030,-1.794494,-0.859467,-1.462063,-1.274650
1.726000,-1.274858,-1.326727,-2.596170,-1.333784,-0.846575
1.728000,-0.963498,-0.611644,0.294664,-1.069410,-0.585102
1.730000,-0.618031,-0.578250,0.230452,-0.819936,-0.200273
1.732000,-0.250671,-0.545236,-0.996988,-0.408842,0.118514
1.734000,0.125569,0.501485,-1.844087,0.006103,0.575262
1.736000,0.497361,0.802408,0.663820,0.419270,0.982340
1.738000,0.851562,0.432747,1.134549,0.736392,1.384513
1.740000,1.175568,1.202287,3.242140,1.251546,1.504966
1.742000,1.457930,0.875889,3.220060,1.510751,1.598009
1.744000,1.688646,1.722667,1.181829,2.017818,1.666951
1.746000,1.859555,2.271065,2.736701,2.047329,1.748787
1.748000,1.964574,2.305132,3.109684,2.038419,1.500194
1.750000,2.000000,2.184819,3.209008,2.096416,1.194008
1.752000,1.964578,1.459349,2.195888,1.959158,0.968980
1.754000,1.859551,1.671802,2.503473,1.906687,0.584119
1.756000,1.688657,1.635003,2.189349,1.832064,0.372055
1.758000,1.457944,1.339835,2.419546,1.611789,-0.049575
1.760000,1.175560,1.544014,3.289001,1.236987,-0.754206
1.762000,0.851554,0.539118,0.333583,0.864553,-0.761948
1.764000,0.497382,1.083913,0.588015,0.579709,-0.970329
1.766000,0.125560,0.583007,0.847780,0.007346,-1.249312
1.768000,-0.250680,-0.067780,-0.783263,-0.545438,-1.102979
1.770000,-0.618040,-0.377336,-0.126368,-0.826798,-1.203296
1.772000,-0.963506,-1.167879,0.002606,-1.174471,-1.445299
1.774000,-1.274865,-1.110865,-2.802162,-1.334872,-1.253293
1.776000,-1.541036,-1.107837,0.045283,-1.611125,-1.627707
1.778000,-1.752617,-1.961871,-1.318462,-1.930706,-1.642900
1.780000,-1.902113,-2.085020,-0.381416,-2.061277,-2.024422
1.782000,-1.984228,-1.842880,-1.290928,-2.083223,-2.096483
1.784000,-1.996053,-2.230765,-2.353878,-1.947426,-1.911170
1.786000,-1.937164,-1.926249,-1.476171,-1.768397,-1.728908
1.788000,-1.809654,-1.261214,-2.498639,-1.579530,-1.331096
1.790000,-1.618038,-1.571618,0.609474,-1.419230,-1.273293
1.792000,-1.369083,-1.279728,-2.066705,-1.221099,-1.379290
1.794000,-1.071647,-1.148797,-2.618164,-0.809692,-0.651187
1.796000,-0.736249,-0.990400,-1.139817,-0.575400,0.068110
1.798000,-0.374769,-0.440854,-2.542360,-0.244757,0.550352
1.800000,-0.000014,0.080127,0.252721,0.110492,1.246631
1.802000,0.374771,0.894476,-1.813370,0.395531,1.754065
1.804000,0.736250,0.601281,1.199196,0.770381,1.500976
1.806000,1.071648,0.853107,2.335124,1.114522,2.031460
1.808000,1.369084,1.537006,3.274351,1.368578,1.634496
1.810000,1.618021,2.333721,2.579260,1.626819,1.747434
1.812000,1.809655,1.796953,3.333277,1.767513,1.474622
1.814000,1.937165,2.153119,3.683070,1.883521,1.311269
1.816000,1.996053,2.120095,1.186525,2.011541,1.848372
1.818000,1.984232,1.917506,1.401295,1.996521,2.266076
1.820000,1.902112,1.908302,2.667248,1.833906,1.984403
1.822000,1.752616,1.958839,2.819618,1.713506,1.328397
1.824000,1.541034,1.701932,2.362144,1.489820,1.229136
1.826000,1.274840,0.996409,2.819533,1.296835,1.124760
1.828000,0.963505,1.227512,0.268001,1.097132,1.568375
1.830000,0.618038,1.382926,1.792551,0.715616,1.300989
1.832000,0.250648,0.429323,0.331673,0.249742,0.959908
1.834000,-0.125592,0.143690,-0.472826,-0.227953,1.309436
1.836000,-0.497383,-0.391451,-0.581044,-0.541359,0.820713
1.838000,-0.851583,-1.486154,-3.758919,-0.752088,1.169566
1.840000,-1.175586,-0.580437,-2.871555,-1.021558,0.732434
1.842000,-1.457945,-2.059419,-3.237598,-1.416185,0.635596
1.844000,-1.688658,-2.126977,-0.646658,-1.484893,0.005904
1.846000,-1.859552,-2.116816,-2.810144,-1.513887,-0.366845
1.848000,-1.964578,-2.007409,-1.669409,-1.610950,-0.472926
1.850000,-2.000000,-2.161528,-3.386676,-1.610610,-0.468711
1.852000,-1.964574,-1.829597,-0.976427,-1.541487,-1.030550
1.854000,-1.859554,-1.639365,-1.456496,-1.556718,-1.323421
1.856000,-1.688661,-1.283510,-0.667601,-1.545438,-1.702495
1.858000,-1.457928,-1.555518,-0.823416,-1.320282,-2.057061
1.860000,-1.175566,-0.858591,-2.795164,-1.167640,-1.801496
1.862000,-0.851560,-0.779756,0.888231,-1.094957,-2.057629
1.864000,-0.497389,-0.280805,-0.064463,-0.842357,-2.040317
1.866000,-0.125568,-1.084807,-1.606748,-0.482454,-1.126244
1.868000,0.250672,0.339046,-0.249191,0.001061,-1.028588
1.870000,0.618033,-0.036257,2.827053,0.630958,-0.333549
1.872000,0.963500,0.815714,2.158296,0.887603,0.109123
1.874000,1.274835,1.201708,1.912991,1.401786,0.757093
1.876000,1.541031,1.640072,0.496927,1.773960,1.006159
1.878000,1.752613,1.602226,0.014911,2.032928,1.498975
1.880000,1.902110,1.798421,3.210500,2.202636,1.786133
1.882000,1.984227,2.277516,1.470081,2.262621,2.341532
1.884000,1.996055,2.132642,3.079157,2.138478,2.317896
1.886000,1.937166,1.785879,2.364227,1.955588,2.228787
1.888000,1.809657,2.235167,1.993490,1.640530,1.720622
1.890000,1.618043,0.954078,2.500327,1.448882,1.342081
1.892000,1.369088,0.798506,2.547239,1.203853,1.082517
1.894000,1.071653,0.872708,1.989770,0.937692,0.342938
1.896000,0.736256,0.103139,0.618197,0.543554,-0.238507
1.898000,0.374747,-0.067501,-1.010236,0.478544,-0.085098
1.900000,-0.000009,0.115693,-0.449767,0.077258,-0.363197
1.902000,-0.374764,-0.261166,-1.169332,-0.249986,-0.652463
1.904000,-0.736272,-0.692818,-1.775979,-0.670171,-0.941321
1.906000,-1.071668,-0.966511,-0.791882,-1.060683,-1.433662
1.908000,-1.369101,-1.786196,-1.109672,-1.452920,-1.687497
1.910000,-1.618035,-1.783849,-1.994172,-1.663697,-1.480878
1.912000,-1.809652,-1.969449,-2.159351,-1.864877,-1.459955
1.914000,-1.937171,-2.176492,-3.451422,-2.138005,-0.941874
1.916000,-1.996054,-2.491242,-1.329346,-2.220454,-1.091162
1.918000,-1.984229,-2.040042,-1.935410,-2.168267,-1.087388
1.920000,-1.902115,-2.008102,-1.833814,-2.271216,-1.074613
1.922000,-1.752605,-1.760828,-1.839729,-1.977942,-0.954898
1.924000,-1.541020,-1.383303,-2.491248,-1.686558,-0.805932
1.926000,-1.274846,-1.420423,-1.898899,-1.427376,-0.609616
1.928000,-0.963511,-1.453896,-0.516963,-0.941144,-0.594351
1.930000,-0.618045,-0.263578,-0.963968,-0.530186,-0.025243
1.932000,-0.250656,0.011860,-1.320920,-0.333360,0.581644
1.934000,0.125585,-0.143940,-0.066629,-0.045004,1.017916
1.936000,0.497376,0.974205,0.687094,0.260545,1.312862
1.938000,0.851548,0.822713,2.388190,0.502830,1.184964
1.940000,1.175580,0.896789,0.083974,0.898821,1.654313
1.942000,1.457940,1.550821,2.868976,1.248667,1.483252
1.944000,1.688654,1.727050,-0.185942,1.486783,2.164709
1.946000,1.859549,1.422924,-0.341816,1.744231,3.081651
1.948000,1.964571,2.329652,0.175166,1.989405,3.260150
1.950000,2.000000,2.104041,0.983652,1.976942,3.095257
1.952000,1.964575,2.319050,2.703113,1.893196,3.152251
1.954000,1.859557,1.751941,2.447359,1.789968,2.805392
1.956000,1.688665,1.497597,0.767879,1.627923,2.762525
1.958000,1.457934,1.639033,1.345217,1.451035,2.549811
1.960000,1.175572,1.468901,1.293719,1.250157,1.984368
1.962000,0.851567,0.946950,2.066768,0.775304,1.509920
1.964000,0.497367,0.479582,0.189317,0.381926,1.454470
1.966000,0.125575,0.327553,-0.358746,0.079048,0.688998
1.968000,-0.250665,-0.299715,2.264471,-0.424039,0.035956
1.970000,-0.618054,-0.109301,0.229414,-0.833466,-1.277187
1.972000,-0.963520,-0.785864,-2.070595,-1.136575,-1.482164
1.974000,-1.274853,-1.428977,-1.004973,-1.427067,-2.470579
1.976000,-1.541026,-1.312772,-0.736988,-1.649104,-2.193631
1.978000,-1.752624,-1.701593,-2.270815,-1.721928,-2.205667
1.980000,-1.902118,-1.402630,-1.674178,-1.982731,-2.064755
1.982000,-1.984230,-1.884415,-1.869762,-2.074462,-1.994854
1.984000,-1.996053,-1.614600,-2.212766,-2.160237,-2.006379
1.986000,-1.937168,-1.816829,-0.088055,-2.034404,-1.955035
1.988000,-1.809648,-1.661371,-1.254946,-1.795276,-1.720256
1.990000,-1.618029,-0.981584,-1.620051,-1.620817,-1.312797
1.992000,-1.369094,-1.154898,-2.005768,-1.429548,-1.078811
1.994000,-1.071660,-1.584701,-2.116784,-1.051255,-1.132249
1.996000,-0.736234,-0.378741,-0.061667,-0.549929,-0.663119
1.998000,-0.374754,0.058039,0.649640,-0.217834,-0.053484
