Time,Clean,LessNoisy,Noisy,FilteredLessNoisy,FilteredNoisy
1.688000,1.809651,2.314018,0.172722,1.890189,1.055539
1.690000,1.618034,1.471054,1.211500,1.896858,0.856731
1.692000,1.369100,1.697402,0.500212,1.676176,0.589163
1.694000,1.071640,2.051487,0.953960,1.530804,0.641661
1.696000,0.736242,0.828087,0.107421,0.895530,0.165386
1.698000,0.374762,0.525275,0.435210,0.552429,-0.227538
1.700000,-0.000024,-0.060728,-1.169873,-0.043650,-0.805713
1.702000,-0.374779,-0.301122,-1.464408,-0.347101,-1.379885
1.704000,-0.736257,-1.118289,-1.936913,-0.936429,-1.617229
1.706000,-1.071655,-0.914129,-2.715142,-1.066442,-1.531203
1.708000,-1.369090,-1.737519,-0.799807,-1.573266,-1.613560
1.710000,-1.618044,-1.261151,-0.739745,-1.497858,-1.310846
1.712000,-1.809658,-2.489150,-3.959740,-1.768753,-2.659239
1.714000,-1.937167,-1.416845,-0.679468,-1.870838,-1.563655
1.716000,-1.996053,-1.939100,-2.424567,-1.888676,-2.570540
1.718000,-1.984227,-2.247944,-2.376514,-1.726404,-2.082920
1.720000,-1.902110,-1.350341,-3.704453,-1.801934,-2.385572
1.722000,-1.752612,-1.677792,-0.677737,-1.679460,-1.711968
1.724000,-1.541030,-1.794494,-0.859467,-1.352200,-1.165062
1.726000,-1.274858,-1.326727,-2.596170,-1.218946,-0.924844
1.728000,-0.963498,-0.611644,0.294664,-0.926719,-0.659094
1.730000,-0.618031,-0.578250,0.230452,-0.535121,-0.687501
1.732000,-0.250671,-0.545236,-0.996988,-0.271382,-0.330428
1.734000,0.125569,0.501485,-1.844087,0.244436,-0.486025
1.736000,0.497361,0.802408,0.663820,0.588079,0.594056
1.738000,0.851562,0.432747,1.134549,0.762963,1.175394
1.740000,1.175568,1.202287,3.242140,1.007200,2.171862
1.742000,1.457930,0.875889,3.220060,1.104999,2.303056
1.744000,1.688646,1.722667,1.181829,1.690158,2.698083
1.746000,1.859555,2.271065,2.736701,1.966871,2.691456
1.748000,1.964574,2.305132,3.109684,1.988606,2.486622
1.750000,2.000000,2.184819,3.209008,1.978433,2.750951
1.752000,1.964578,1.459349,2.195888,1.851221,2.641480
1.754000,1.859551,1.671802,2.503473,1.658162,2.503453
1.756000,1.688657,1.635003,2.189349,1.530001,2.519452
1.758000,1.457944,1.339835,2.419546,1.345954,2.146990
1.760000,1.175560,1.544014,3.289001,1.228377,2.119593
1.762000,0.851554,0.539118,0.333583,1.017977,1.184689
1.764000,0.497382,1.083913,0.588015,0.823207,0.733600
1.766000,0.125560,0.583007,0.847780,0.390323,0.171949
1.768000,-0.250680,-0.067780,-0.783263,-0.038898,0.105754
1.770000,-0.618040,-0.377336,-0.126368,-0.403410,-0.414145
1.772000,-0.963506,-1.167879,0.002606,-0.766339,-0.616357
1.774000,-1.274865,-1.110865,-2.802162,-1.141141,-1.227394
1.776000,-1.541036,-1.107837,0.045283,-1.486694,-0.746548
1.778000,-1.752617,-1.961871,-1.318462,-1.621695,-1.149537
1.780000,-1.902113,-2.085020,-0.381416,-1.845675,-1.059880
1.782000,-1.984228,-1.842880,-1.290928,-2.009357,-1.364171
1.784000,-1.996053,-2.230765,-2.353878,-1.869226,-1.600206
1.786000,-1.937164,-1.926249,-1.476171,-1.766545,-1.417545
1.788000,-1.809654,-1.261214,-2.498639,-1.653915,-1.789711
1.790000,-1.618038,-1.571618,0.609474,-1.437521,-0.947286
1.792000,-1.369083,-1.279728,-2.066705,-1.250351,-1.708513
1.794000,-1.071647,-1.148797,-2.618164,-1.086279,-1.897533
1.796000,-0.736249,-0.990400,-1.139817,-0.786996,-1.547414
1.798000,-0.374769,-0.440854,-2.542360,-0.393047,-1.698415
1.800000,-0.000014,0.080127,0.252721,0.055784,-0.305370
1.802000,0.374771,0.894476,-1.813370,0.469328,-1.314902
1.804000,0.736250,0.601281,1.199196,0.793148,1.151958
1.806000,1.071648,0.853107,2.335124,1.074694,2.086140
1.808000,1.369084,1.537006,3.274351,1.473838,2.544241
1.810000,1.618021,2.333721,2.579260,1.841809,3.041016
1.812000,1.809655,1.796953,3.333277,1.988179,2.811297
1.814000,1.937165,2.153119,3.683070,2.064279,2.469471
1.816000,1.996053,2.120095,1.186525,1.979195,2.413279
1.818000,1.984232,1.917506,1.401295,2.011572,2.351551
1.820000,1.902112,1.908302,2.667248,1.921335,2.087366
1.822000,1.752616,1.958839,2.819618,1.696598,2.413968
1.824000,1.541034,1.701932,2.362144,1.558599,2.187309
1.826000,1.274840,0.996409,2.819533,1.453524,2.012369
1.828000,0.963505,1.227512,0.268001,1.147620,1.384196
1.830000,0.618038,1.382926,1.792551,0.841194,1.209939
1.832000,0.250648,0.429323,0.331673,0.494030,0.267671
1.834000,-0.125592,0.143690,-0.472826,0.111897,-0.491941
1.836000,-0.497383,-0.391451,-0.581044,-0.384126,-0.935903
1.838000,-0.851583,-1.486154,-3.758919,-1.269246,-2.955122
1.840000,-1.175586,-0.580437,-2.871555,-0.896401,-2.517356
1.842000,-1.457945,-2.059419,-3.237598,-1.818728,-2.743982
1.844000,-1.688658,-2.126977,-0.646658,-1.911805,-2.247073
1.846000,-1.859552,-2.116816,-2.810144,-2.094430,-2.397302
1.848000,-1.964578,-2.007409,-1.669409,-2.048465,-1.871569
1.850000,-2.000000,-2.161528,-3.386676,-1.950943,-2.059830
1.852000,-1.964574,-1.829597,-0.976427,-1.784282,-1.631322
1.854000,-1.859554,-1.639365,-1.456496,-1.693904,-1.462012
1.856000,-1.688661,-1.283510,-0.667601,-1.433316,-1.343821
1.858000,-1.457928,-1.555518,-0.823416,-1.223348,-0.924313
1.860000,-1.175566,-0.858591,-2.795164,-0.951636,-1.395471
1.862000,-0.851560,-0.779756,0.888231,-0.911895,-0.191969
1.864000,-0.497389,-0.280805,-0.064463,-0.497290,-0.475689
1.866000,-0.125568,-1.084807,-1.606748,-0.472483,-0.717138
1.868000,0.250672,0.339046,-0.249191,0.125716,0.064388
1.870000,0.618033,-0.036257,2.827053,0.065476,2.187044
1.872000,0.963500,0.815714,2.158296,0.800924,1.602785
1.874000,1.274835,1.201708,1.912991,1.110327,1.535702
1.876000,1.541031,1.640072,0.496927,1.411628,1.267641
1.878000,1.752613,1.602226,0.014911,1.703989,1.108162
1.880000,1.902110,1.798421,3.210500,1.890175,2.318295
1.882000,1.984227,2.277516,1.470081,1.919337,1.860043
1.884000,1.996055,2.132642,3.079157,2.045925,2.423491
1.886000,1.937166,1.785879,2.364227,1.869394,2.281456
1.888000,1.809657,2.235167,1.993490,1.826515,2.496888
1.890000,1.618043,0.954078,2.500327,1.205422,2.279011
1.892000,1.369088,0.798506,2.547239,0.888927,1.929805
1.894000,1.071653,0.872708,1.989770,0.532186,1.641898
1.896000,0.736256,0.103139,0.618197,0.364509,0.681469
1.898000,0.374747,-0.067501,-1.010236,0.152575,-0.301892
1.900000,-0.000009,0.115693,-0.449767,-0.160531,-0.757423
1.902000,-0.374764,-0.261166,-1.169332,-0.374461,-1.039439
1.904000,-0.736272,-0.692818,-1.775979,-0.706214,-1.059326
1.906000,-1.071668,-0.966511,-0.791882,-1.046669,-1.368207
1.908000,-1.369101,-1.786196,-1.109672,-1.490036,-1.566211
1.910000,-1.618035,-1.783849,-1.994172,-1.736499,-1.901300
1.912000,-1.809652,-1.969449,-2.159351,-2.041445,-2.008792
1.914000,-1.937171,-2.176492,-3.451422,-2.092215,-2.173940
1.916000,-1.996054,-2.491242,-1.329346,-2.137065,-2.141868
1.918000,-1.984229,-2.040042,-1.935410,-2.095341,-2.077944
1.920000,-1.902115,-2.008102,-1.833814,-1.936703,-1.885909
1.922000,-1.752605,-1.760828,-1.839729,-1.722540,-1.999820
1.924000,-1.541020,-1.383303,-2.491248,-1.605310,-1.716131
1.926000,-1.274846,-1.420423,-1.898899,-1.282464,-1.542161
1.928000,-0.963511,-1.453896,-0.516963,-1.154095,-1.438400
1.930000,-0.618045,-0.263578,-0.963968,-0.471999,-0.953476
1.932000,-0.250656,0.011860,-1.320920,-0.057435,-0.436277
1.934000,0.125585,-0.143940,-0.066629,0.212481,0.051290
1.936000,0.497376,0.974205,0.687094,0.523090,0.464741
1.938000,0.851548,0.822713,2.388190,0.820780,1.589720
1.940000,1.175580,0.896789,0.083974,1.194316,0.778450
1.942000,1.457940,1.550821,2.868976,1.284059,1.885365
1.944000,1.688654,1.727050,-0.185942,1.585447,0.301605
1.946000,1.859549,1.422924,-0.341816,1.826898,0.391866
1.948000,1.964571,2.329652,0.175166,1.980543,0.560159
1.950000,2.000000,2.104041,0.983652,1.985522,1.124158
1.952000,1.964575,2.319050,2.703113,2.000456,1.415434
1.954000,1.859557,1.751941,2.447359,1.862332,1.649444
1.956000,1.688665,1.497597,0.767879,1.735304,1.711457
1.958000,1.457934,1.639033,1.345217,1.460884,1.584188
1.960000,1.175572,1.468901,1.293719,1.206413,1.132580
1.962000,0.851567,0.946950,2.066768,0.967914,0.907255
1.964000,0.497367,0.479582,0.189317,0.545510,1.022122
1.966000,0.125575,0.327553,-0.358746,0.269014,0.689431
1.968000,-0.250665,-0.299715,2.264471,-0.077549,1.141278
1.970000,-0.618054,-0.109301,0.229414,-0.323846,0.034036
1.972000,-0.963520,-0.785864,-2.070595,-0.787037,-1.244331
1.974000,-1.274853,-1.428977,-1.004973,-1.176346,-1.170791
1.976000,-1.541026,-1.312772,-0.736988,-1.326367,-1.551510
1.978000,-1.752624,-1.701593,-2.270815,-1.546077,-1.511343
1.980000,-1.902118,-1.402630,-1.674178,-1.583202,-1.752902
1.982000,-1.984230,-1.884415,-1.869762,-1.684013,-1.623115
1.984000,-1.996053,-1.614600,-2.212766,-1.675969,-1.419942
1.986000,-1.937168,-1.816829,-0.088055,-1.591760,-1.409116
1.988000,-1.809648,-1.661371,-1.254946,-1.445856,-1.436317
1.990000,-1.618029,-0.981584,-1.620051,-1.439877,-1.417121
1.992000,-1.369094,-1.154898,-2.005768,-1.152259,-1.411843
1.994000,-1.071660,-1.584701,-2.116784,-1.073244,-1.267488
1.996000,-0.736234,-0.378741,-0.061667,-0.586987,-0.614419
1.998000,-0.374754,0.058039,0.649640,-0.261407,-0.172837
