Time,Clean,LessNoisy,Noisy,MMSELessNoisy,MMSENoisy
1.704000,-0.736257,-1.118289,-1.936913,-0.727519,-0.282275
1.706000,-1.071655,-0.914129,-2.715142,-1.453701,-0.973915
1.708000,-1.369090,-1.737519,-0.799807,-1.397137,-1.657385
1.710000,-1.618044,-1.261151,-0.739745,-2.011791,-1.010680
1.712000,-1.809658,-2.489150,-3.959740,-1.690900,-2.017694
1.714000,-1.937167,-1.416845,-0.679468,-2.436822,-1.636097
1.716000,-1.996053,-1.939100,-2.424567,-1.993098,-1.281984
1.718000,-1.984227,-2.247944,-2.376514,-1.919475,-1.594429
1.720000,-1.902110,-1.350341,-3.704453,-2.154405,-1.201845
1.722000,-1.752612,-1.677792,-0.677737,-1.434485,-1.261964
1.724000,-1.541030,-1.794494,-0.859467,-1.554071,-0.957231
1.726000,-1.274858,-1.326727,-2.596170,-1.339864,-0.363161
1.728000,-0.963498,-0.611644,0.294664,-1.224774,-0.115907
1.730000,-0.618031,-0.578250,0.230452,-0.379898,0.210385
1.732000,-0.250671,-0.545236,-0.996988,-0.250357,0.703318
1.734000,0.125569,0.501485,-1.844087,-0.118282,0.471749
1.736000,0.497361,0.802408,0.663820,0.583262,0.645289
1.738000,0.851562,0.432747,1.134549,1.031787,0.559345
1.740000,1.175568,1.202287,3.242140,0.837443,1.473924
1.742000,1.457930,0.875889,3.220060,1.351489,1.745040
1.744000,1.688646,1.722667,1.181829,1.091199,2.008672
1.746000,1.859555,2.271065,2.736701,1.777999,2.031691
1.748000,1.964574,2.305132,3.109684,2.125788,1.974734
1.750000,2.000000,2.184819,3.209008,2.249889,2.188601
1.752000,1.964578,1.459349,2.195888,1.981574,2.078024
1.754000,1.859551,1.671802,2.503473,1.559159,2.150291
1.756000,1.688657,1.635003,2.189349,1.365917,1.768814
1.758000,1.457944,1.339835,2.419546,1.371506,0.997623
1.760000,1.175560,1.544014,3.289001,1.080779,1.441541
1.762000,0.851554,0.539118,0.333583,0.987355,0.973818
1.764000,0.497382,1.083913,0.588015,0.297157,0.166874
1.766000,0.125560,0.583007,0.847780,0.454723,-0.193117
1.768000,-0.250680,-0.067780,-0.783263,-0.014853,-0.250078
1.770000,-0.618040,-0.377336,-0.126368,-0.376538,-1.635151
1.772000,-0.963506,-1.167879,0.002606,-0.795890,-1.443716
1.774000,-1.274865,-1.110865,-2.802162,-1.319933,-1.515285
1.776000,-1.541036,-1.107837,0.045283,-1.409214,-2.686605
1.778000,-1.752617,-1.961871,-1.318462,-1.479416,-2.171456
1.780000,-1.902113,-2.085020,-0.381416,-1.920469,-2.362035
1.782000,-1.984228,-1.842880,-1.290928,-2.376828,-2.065315
1.784000,-1.996053,-2.230765,-2.353878,-1.996243,-2.651444
1.786000,-1.937164,-1.926249,-1.476171,-2.043884,-2.253849
1.788000,-1.809654,-1.261214,-2.498639,-2.063694,-2.272161
1.790000,-1.618038,-1.571618,0.609474,-1.409019,-2.296970
1.792000,-1.369083,-1.279728,-2.066705,-1.297571,-1.570986
1.794000,-1.071647,-1.148797,-2.618164,-1.136636,-1.626303
1.796000,-0.736249,-0.990400,-1.139817,-0.841593,-1.339707
1.798000,-0.374769,-0.440854,-2.542360,-0.557587,-1.268798
1.800000,-0.000014,0.080127,0.252721,-0.112077,-0.956028
1.802000,0.374771,0.894476,-1.813370,0.312188,-0.505061
1.804000,0.736250,0.601281,1.199196,1.028726,-0.854350
1.806000,1.071648,0.853107,2.335124,1.039650,0.101954
1.808000,1.369084,1.537006,3.274351,1.216081,1.278180
1.810000,1.618021,2.333721,2.579260,1.550256,1.728718
1.812000,1.809655,1.796953,3.333277,2.214442,2.096216
1.814000,1.937165,2.153119,3.683070,2.050842,2.446109
1.816000,1.996053,2.120095,1.186525,2.134396,2.575163
1.818000,1.984232,1.917506,1.401295,2.049523,2.975189
1.820000,1.902112,1.908302,2.667248,1.900062,2.179926
1.822000,1.752616,1.958839,2.819618,1.632859,2.622249
1.824000,1.541034,1.701932,2.362144,1.499158,2.317229
1.826000,1.274840,0.996409,2.819533,1.350123,2.203539
1.828000,0.963505,1.227512,0.268001,0.747196,1.931064
1.830000,0.618038,1.382926,1.792551,0.663463,1.361913
1.832000,0.250648,0.429323,0.331673,0.586927,0.974190
1.834000,-0.125592,0.143690,-0.472826,0.023031,-0.013971
1.836000,-0.497383,-0.391451,-0.581044,-0.289495,-0.086083
1.838000,-0.851583,-1.486154,-3.758919,-0.865935,-0.726898
1.840000,-1.175586,-0.580437,-2.871555,-1.622831,-1.431064
1.842000,-1.457945,-2.059419,-3.237598,-1.191218,-2.228685
1.844000,-1.688658,-2.126977,-0.646658,-2.175142,-2.347273
1.846000,-1.859552,-2.116816,-2.810144,-2.349167,-2.414394
1.848000,-1.964578,-2.007409,-1.669409,-2.414890,-2.506121
1.850000,-2.000000,-2.161528,-3.386676,-2.131931,-1.909274
1.852000,-1.964574,-1.829597,-0.976427,-2.263172,-2.696010
1.854000,-1.859554,-1.639365,-1.456496,-1.967702,-1.600851
1.856000,-1.688661,-1.283510,-0.667601,-1.620080,-1.722423
1.858000,-1.457928,-1.555518,-0.823416,-1.213190,-0.817859
1.860000,-1.175566,-0.858591,-2.795164,-1.094764,-0.878667
1.862000,-0.851560,-0.779756,0.888231,-0.649927,-0.266405
1.864000,-0.497389,-0.280805,-0.064463,-0.446618,0.056335
1.866000,-0.125568,-1.084807,-1.606748,0.111812,1.049929
1.868000,0.250672,0.339046,-0.249191,-0.426811,0.825176
1.870000,0.618033,-0.036257,2.827053,0.461817,0.822403
1.872000,0.963500,0.815714,2.158296,0.545829,2.604567
1.874000,1.274835,1.201708,1.912991,1.065157,2.514612
1.876000,1.541031,1.640072,0.496927,1.209052,2.858887
1.878000,1.752613,1.602226,0.014911,1.636099,2.233424
1.880000,1.902110,1.798421,3.210500,1.890970,1.917560
1.882000,1.984227,2.277516,1.470081,1.757018,1.648346
1.884000,1.996055,2.132642,3.079157,2.163325,1.895384
1.886000,1.937166,1.785879,2.364227,1.992133,1.505990
1.888000,1.809657,2.235167,1.993490,1.898447,2.029071
1.890000,1.618043,0.954078,2.500327,1.827089,1.862548
1.892000,1.369088,0.798506,2.547239,1.145627,1.432566
1.894000,1.071653,0.872708,1.989770,0.697299,1.896438
1.896000,0.736256,0.103139,0.618197,0.492508,0.546622
1.898000,0.374747,-0.067501,-1.010236,-0.136104,0.441298
1.900000,-0.000009,0.115693,-0.449767,-0.302205,-0.545754
1.902000,-0.374764,-0.261166,-1.169332,-0.426485,-0.474635
1.904000,-0.736272,-0.692818,-1.775979,-0.628205,-1.681941
1.906000,-1.071668,-0.966511,-0.791882,-1.086627,-1.549070
1.908000,-1.369101,-1.786196,-1.109672,-1.262726,-2.197502
1.910000,-1.618035,-1.783849,-1.994172,-1.817064,-1.784130
1.912000,-1.809652,-1.969449,-2.159351,-1.811754,-1.669325
1.914000,-1.937171,-2.176492,-3.451422,-1.931587,-2.239636
1.916000,-1.996054,-2.491242,-1.329346,-2.018040,-1.770334
1.918000,-1.984229,-2.040042,-1.935410,-2.269686,-2.292763
1.920000,-1.902115,-2.008102,-1.833814,-1.862140,-1.771693
1.922000,-1.752605,-1.760828,-1.839729,-1.729905,-1.634513
1.924000,-1.541020,-1.383303,-2.491248,-1.507369,-1.539508
1.926000,-1.274846,-1.420423,-1.898899,-1.009266,-1.346870
1.928000,-0.963511,-1.453896,-0.516963,-0.947454,-0.819221
1.930000,-0.618045,-0.263578,-0.963968,-0.897148,-0.636348
1.932000,-0.250656,0.011860,-1.320920,0.007663,-0.441816
1.934000,0.125585,-0.143940,-0.066629,0.520614,0.122002
1.936000,0.497376,0.974205,0.687094,0.409708,0.116647
1.938000,0.851548,0.822713,2.388190,1.219221,1.051085
1.940000,1.175580,0.896789,0.083974,1.381825,1.278852
1.942000,1.457940,1.550821,2.868976,1.421433,1.565835
1.944000,1.688654,1.727050,-0.185942,1.820863,1.986182
1.946000,1.859549,1.422924,-0.341816,2.056423,1.682093
1.948000,1.964571,2.329652,0.175166,1.758205,1.764924
1.950000,2.000000,2.104041,0.983652,2.192444,1.410934
1.952000,1.964575,2.319050,2.703113,2.155664,1.954043
1.954000,1.859557,1.751941,2.447359,2.132852,1.967336
1.956000,1.688665,1.497597,0.767879,1.669073,1.912920
1.958000,1.457934,1.639033,1.345217,1.404554,1.591799
1.960000,1.175572,1.468901,1.293719,1.278666,1.352078
1.962000,0.851567,0.946950,2.066768,1.115241,0.712882
1.964000,0.497367,0.479582,0.189317,0.768254,0.756654
1.966000,0.125575,0.327553,-0.358746,0.083169,0.145783
1.968000,-0.250665,-0.299715,2.264471,-0.091711,-0.254865
1.970000,-0.618054,-0.109301,0.229414,-0.547894,-0.048165
1.972000,-0.963520,-0.785864,-2.070595,-0.538071,-0.229358
1.974000,-1.274853,-1.428977,-1.004973,-1.091115,-0.300735
1.976000,-1.541026,-1.312772,-0.736988,-1.607590,-1.174170
1.978000,-1.752624,-1.701593,-2.270815,-1.635933,-0.765430
1.980000,-1.902118,-1.402630,-1.674178,-1.895469,-1.293061
1.982000,-1.984230,-1.884415,-1.869762,-1.632546,-1.784775
1.984000,-1.996053,-1.614600,-2.212766,-1.872192,-1.470297
1.986000,-1.937168,-1.816829,-0.088055,-1.732929,-1.644636
1.988000,-1.809648,-1.661371,-1.254946,-1.748699,-1.420225
1.990000,-1.618029,-0.981584,-1.620051,-1.475088,-1.731751
1.992000,-1.369094,-1.154898,-2.005768,-1.028382,-1.570048
1.994000,-1.071660,-1.584701,-2.116784,-0.918429,-1.418439
1.996000,-0.736234,-0.378741,-0.061667,-0.950309,-1.145673
1.998000,-0.374754,0.058039,0.649640,-0.484343,-1.011908
