Time,Clean,LessNoisy,Noisy,KalmanLessNoisy,KalmanNoisy
1.708000,-1.369090,-1.737519,-0.799807,-0.578617,-0.283286
1.710000,-1.618044,-1.261151,-0.739745,-0.763008,-0.326707
1.712000,-1.809658,-2.489150,-3.959740,-1.229336,-0.672299
1.714000,-1.937167,-1.416845,-0.679468,-1.279992,-0.672981
1.716000,-1.996053,-1.939100,-2.424567,-1.458054,-0.839600
1.718000,-1.984227,-2.247944,-2.376514,-1.671448,-0.985799
1.720000,-1.902110,-1.350341,-3.704453,-1.584699,-1.244411
1.722000,-1.752612,-1.677792,-0.677737,-1.609849,-1.190506
1.724000,-1.541030,-1.794494,-0.859467,-1.659732,-1.159016
1.726000,-1.274858,-1.326727,-2.596170,-1.569768,-1.295725
1.728000,-0.963498,-0.611644,0.294664,-1.310925,-1.144439
1.730000,-0.618031,-0.578250,0.230452,-1.112988,-1.013653
1.732000,-0.250671,-0.545236,-0.996988,-0.959607,-1.012068
1.734000,0.125569,0.501485,-1.844087,-0.564884,-1.091214
1.736000,0.497361,0.802408,0.663820,-0.195501,-0.924266
1.738000,0.851562,0.432747,1.134549,-0.025776,-0.728422
1.740000,1.175568,1.202287,3.242140,0.305993,-0.350722
1.742000,1.457930,0.875889,3.220060,0.459954,-0.011052
1.744000,1.688646,1.722667,1.181829,0.801084,0.102421
1.746000,1.859555,2.271065,2.736701,1.198208,0.353007
1.748000,1.964574,2.305132,3.109684,1.497251,0.615235
1.750000,2.000000,2.184819,3.209008,1.683001,0.861968
1.752000,1.964578,1.459349,2.195888,1.622580,0.988857
1.754000,1.859551,1.671802,2.503473,1.635878,1.132935
1.756000,1.688657,1.635003,2.189349,1.635641,1.233426
1.758000,1.457944,1.339835,2.419546,1.555727,1.346255
1.760000,1.175560,1.544014,3.289001,1.552563,1.531059
1.762000,0.851554,0.539118,0.333583,1.278774,1.417149
1.764000,0.497382,1.083913,0.588015,1.226131,1.338278
1.766000,0.125560,0.583007,0.847780,1.052387,1.291619
1.768000,-0.250680,-0.067780,-0.783263,0.749767,1.094246
1.770000,-0.618040,-0.377336,-0.126368,0.445273,0.978135
1.772000,-0.963506,-1.167879,0.002606,0.009470,0.885338
1.774000,-1.274865,-1.110865,-2.802162,-0.293195,0.534565
1.776000,-1.541036,-1.107837,0.045283,-0.513276,0.488022
1.778000,-1.752617,-1.961871,-1.318462,-0.904623,0.316181
1.780000,-1.902113,-2.085020,-0.381416,-1.223514,0.249822
1.782000,-1.984228,-1.842880,-1.290928,-1.390840,0.103258
1.784000,-1.996053,-2.230765,-2.353878,-1.617751,-0.130477
1.786000,-1.937164,-1.926249,-1.476171,-1.701094,-0.258486
1.788000,-1.809654,-1.261214,-2.498639,-1.582257,-0.471580
1.790000,-1.618038,-1.571618,0.609474,-1.579383,-0.368745
1.792000,-1.369083,-1.279728,-2.066705,-1.498429,-0.530263
1.794000,-1.071647,-1.148797,-2.618164,-1.403974,-0.728875
1.796000,-0.736249,-0.990400,-1.139817,-1.292244,-0.767966
1.798000,-0.374769,-0.440854,-2.542360,-1.062236,-0.936755
1.800000,-0.000014,0.080127,0.252721,-0.753620,-0.823606
1.802000,0.374771,0.894476,-1.813370,-0.308376,-0.917757
1.804000,0.736250,0.601281,1.199196,-0.062627,-0.716382
1.806000,1.071648,0.853107,2.335124,0.184764,-0.426108
1.808000,1.369084,1.537006,3.274351,0.550081,-0.074102
1.810000,1.618021,2.333721,2.579260,1.031942,0.178299
1.812000,1.809655,1.796953,3.333277,1.238615,0.478416
1.814000,1.937165,2.153119,3.683070,1.485674,0.783258
1.816000,1.996053,2.120095,1.186525,1.657067,0.821619
1.818000,1.984232,1.917506,1.401295,1.727426,0.876761
1.820000,1.902112,1.908302,2.667248,1.776291,1.047081
1.822000,1.752616,1.958839,2.819618,1.825607,1.215693
1.824000,1.541034,1.701932,2.362144,1.792196,1.324749
1.826000,1.274840,0.996409,2.819533,1.577209,1.466940
1.828000,0.963505,1.227512,0.268001,1.482736,1.352891
1.830000,0.618038,1.382926,1.792551,1.455772,1.394714
1.832000,0.250648,0.429323,0.331673,1.178470,1.293592
1.834000,-0.125592,0.143690,-0.472826,0.898918,1.125562
1.836000,-0.497383,-0.391451,-0.581044,0.550317,0.963221
1.838000,-0.851583,-1.486154,-3.758919,0.000152,0.514028
1.840000,-1.175586,-0.580437,-2.871555,-0.156698,0.191975
1.842000,-1.457945,-2.059419,-3.237598,-0.670730,-0.134263
1.844000,-1.688658,-2.126977,-0.646658,-1.064144,-0.183005
1.846000,-1.859552,-2.116816,-2.810144,-1.348530,-0.432911
1.848000,-1.964578,-2.007409,-1.669409,-1.526530,-0.550533
1.850000,-2.000000,-2.161528,-3.386676,-1.698079,-0.820321
1.852000,-1.964574,-1.829597,-0.976427,-1.733609,-0.835170
1.854000,-1.859554,-1.639365,-1.456496,-1.708149,-0.894274
1.856000,-1.688661,-1.283510,-0.667601,-1.593430,-0.872712
1.858000,-1.457928,-1.555518,-0.823416,-1.583188,-0.868022
1.860000,-1.175566,-0.858591,-2.795164,-1.387433,-1.051342
1.862000,-0.851560,-0.779756,0.888231,-1.223266,-0.866840
1.864000,-0.497389,-0.280805,-0.064463,-0.968654,-0.790514
1.866000,-0.125568,-1.084807,-1.606748,-1.000033,-0.868158
1.868000,0.250672,0.339046,-0.249191,-0.638273,-0.809279
1.870000,0.618033,-0.036257,2.827053,-0.475635,-0.463373
1.872000,0.963500,0.815714,2.158296,-0.126769,-0.213987
1.874000,1.274835,1.201708,1.912991,0.232127,-0.011658
1.876000,1.541031,1.640072,0.496927,0.612492,0.036721
1.878000,1.752613,1.602226,0.014911,0.879875,0.034646
1.880000,1.902110,1.798421,3.210500,1.128026,0.336749
1.882000,1.984227,2.277516,1.470081,1.438568,0.444557
1.884000,1.996055,2.132642,3.079157,1.626076,0.695173
1.886000,1.937166,1.785879,2.364227,1.669248,0.853942
1.888000,1.809657,2.235167,1.993490,1.822134,0.962341
1.890000,1.618043,0.954078,2.500327,1.587624,1.108642
1.892000,1.369088,0.798506,2.547239,1.374439,1.245488
1.894000,1.071653,0.872708,1.989770,1.238893,1.316288
1.896000,0.736256,0.103139,0.618197,0.932062,1.249882
1.898000,0.374747,-0.067501,-1.010236,0.662024,1.034889
1.900000,-0.000009,0.115693,-0.449767,0.514429,0.893661
1.902000,-0.374764,-0.261166,-1.169332,0.304897,0.697419
1.904000,-0.736272,-0.692818,-1.775979,0.035358,0.462137
1.906000,-1.071668,-0.966511,-0.791882,-0.235303,0.342849
1.908000,-1.369101,-1.786196,-1.109672,-0.654286,0.204678
1.910000,-1.618035,-1.783849,-1.994172,-0.959445,-0.004488
1.912000,-1.809652,-1.969449,-2.159351,-1.232304,-0.209469
1.914000,-1.937171,-2.176492,-3.451422,-1.487382,-0.517859
1.916000,-1.996054,-2.491242,-1.329346,-1.758581,-0.595052
1.918000,-1.984229,-2.040042,-1.935410,-1.834619,-0.722553
1.920000,-1.902115,-2.008102,-1.833814,-1.881487,-0.828262
1.922000,-1.752605,-1.760828,-1.839729,-1.848890,-0.924478
1.924000,-1.541020,-1.383303,-2.491248,-1.723109,-1.073517
1.926000,-1.274846,-1.420423,-1.898899,-1.641336,-1.152031
1.928000,-0.963511,-1.453896,-0.516963,-1.590698,-1.091620
1.930000,-0.618045,-0.263578,-0.963968,-1.232168,-1.079477
1.932000,-0.250656,0.011860,-1.320920,-0.896086,-1.102445
1.934000,0.125585,-0.143940,-0.066629,-0.692889,-1.003913
1.936000,0.497376,0.974205,0.687094,-0.242514,-0.843056
1.938000,0.851548,0.822713,2.388190,0.045264,-0.535684
1.940000,1.175580,0.896789,0.083974,0.275309,-0.476739
1.942000,1.457940,1.550821,2.868976,0.619896,-0.158478
1.944000,1.688654,1.727050,-0.185942,0.919001,-0.161091
1.946000,1.859549,1.422924,-0.341816,1.055139,-0.178282
1.948000,1.964571,2.329652,0.175166,1.399456,-0.144660
1.950000,2.000000,2.104041,0.983652,1.589804,-0.037330
1.952000,1.964575,2.319050,2.703113,1.786815,0.223355
1.954000,1.859557,1.751941,2.447359,1.777393,0.434913
1.956000,1.688665,1.497597,0.767879,1.701805,0.466586
1.958000,1.457934,1.639033,1.345217,1.684846,0.550166
1.960000,1.175572,1.468901,1.293719,1.626507,0.620896
1.962000,0.851567,0.946950,2.066768,1.442921,0.758435
1.964000,0.497367,0.479582,0.189317,1.182669,0.704298
1.966000,0.125575,0.327553,-0.358746,0.951654,0.603176
1.968000,-0.250665,-0.299715,2.264471,0.613589,0.761206
1.970000,-0.618054,-0.109301,0.229414,0.418296,0.710619
1.972000,-0.963520,-0.785864,-2.070595,0.092985,0.446057
1.974000,-1.274853,-1.428977,-1.004973,-0.318183,0.308028
1.976000,-1.541026,-1.312772,-0.736988,-0.586877,0.208621
1.978000,-1.752624,-1.701593,-2.270815,-0.888025,-0.027236
1.980000,-1.902118,-1.402630,-1.674178,-1.027048,-0.183901
1.982000,-1.984230,-1.884415,-1.869762,-1.258671,-0.344268
1.984000,-1.996053,-1.614600,-2.212766,-1.354828,-0.522009
1.986000,-1.937168,-1.816829,-0.088055,-1.479640,-0.480729
1.988000,-1.809648,-1.661371,-1.254946,-1.528736,-0.554376
1.990000,-1.618029,-0.981584,-1.620051,-1.380919,-0.655749
1.992000,-1.369094,-1.154898,-2.005768,-1.319858,-0.784169
1.994000,-1.071660,-1.584701,-2.116784,-1.391407,-0.910934
1.996000,-0.736234,-0.378741,-0.061667,-1.117829,-0.830148
1.998000,-0.374754,0.058039,0.649640,-0.800161,-0.689383
